1.4311,1.4347,1.4311,1.4342,5504
1.4342,1.4357,1.4327,1.4334,5234
1.4334,1.4342,1.428,1.4337,8366
1.4337,1.4371,1.433,1.4333,8456
1.4332,1.4335,1.4286,1.4294,8488
1.4294,1.4296,1.4265,1.4274,4838
1.4273,1.4295,1.4268,1.4293,5988
1.4294,1.4299,1.4287,1.4293,4710
1.4293,1.433,1.429,1.4307,10671
1.4308,1.4315,1.4269,1.4281,10845
1.4281,1.4285,1.4218,1.427,10127
1.427,1.4272,1.4237,1.4254,4168
1.4253,1.4274,1.4248,1.4253,2898
1.4252,1.426,1.4243,1.4253,4113
1.4254,1.4267,1.4234,1.4255,8597
1.4255,1.4301,1.4248,1.4276,9518
1.4277,1.4365,1.4277,1.4347,10123
1.4348,1.4354,1.4323,1.4329,3792
1.4327,1.4355,1.4327,1.4351,3554
1.4352,1.4358,1.4332,1.4358,3403
1.4358,1.4416,1.4348,1.4405,7042
1.4405,1.4416,1.436,1.4365,6870
1.4364,1.4377,1.4353,1.4353,3616
1.4371,1.4395,1.4354,1.4394,4284
1.4394,1.4395,1.4374,1.4388,4070
1.4388,1.4398,1.4374,1.4393,6543
1.4393,1.4412,1.4393,1.4393,6261
1.4394,1.4399,1.4382,1.439,4930
1.4389,1.4389,1.4371,1.4371,2979
1.4371,1.4378,1.4355,1.4358,4433
1.4358,1.4385,1.4353,1.438,4343
1.438,1.4435,1.438,1.4416,9474
1.4416,1.4456,1.4412,1.4425,9037
1.4425,1.4428,1.4331,1.4359,9562
1.4359,1.4359,1.4336,1.435,4134
1.435,1.4356,1.4306,1.4311,5508
1.431,1.4345,1.4307,1.4338,5222
1.4339,1.4359,1.4335,1.4356,7900
1.4356,1.4358,1.4289,1.4297,10449
1.4297,1.4356,1.4272,1.4335,9575
1.4336,1.4342,1.4325,1.4335,3336
1.4336,1.4371,1.4336,1.4368,4097
1.4368,1.4439,1.4363,1.4439,4916
1.4438,1.4438,1.4391,1.4404,8392
1.4403,1.4419,1.4364,1.4369,9259
1.4368,1.4368,1.4306,1.4331,7439
1.4324,1.4333,1.4257,1.4295,7838
1.4294,1.4308,1.4272,1.4294,5752
1.4295,1.4399,1.4269,1.4375,11890
1.4375,1.4449,1.4375,1.4423,11614
1.4424,1.4454,1.4403,1.4412,10249
1.4412,1.4426,1.4403,1.4412,5114
1.4411,1.4438,1.4406,1.4414,6405
1.4414,1.4475,1.4412,1.4475,7842
1.4476,1.4483,1.4405,1.4418,12040
1.4417,1.4453,1.4387,1.4404,11739
1.4403,1.4432,1.4346,1.4362,11323
1.4362,1.4372,1.4349,1.4361,4655
1.4361,1.4369,1.4334,1.4356,7245
1.4356,1.4362,1.429,1.431,5993
1.431,1.4381,1.4283,1.4374,11740
1.4375,1.4378,1.4336,1.4353,10313
1.4353,1.4415,1.4352,1.4396,10716
1.4396,1.4432,1.4392,1.4399,6956
1.4399,1.4444,1.4393,1.4402,6887
1.4403,1.4415,1.4358,1.4367,6989
1.4367,1.4398,1.4339,1.435,10922
1.4349,1.435,1.4299,1.4318,12223
1.4317,1.4332,1.4304,1.4308,9776
1.4308,1.4326,1.4304,1.4304,5553
1.4304,1.4326,1.4301,1.4308,6133
1.4308,1.4317,1.4287,1.431,5637
1.4311,1.4334,1.4297,1.4303,8454
1.4302,1.4414,1.4264,1.4355,13645
1.4355,1.4438,1.4301,1.4423,12558
1.4423,1.4424,1.4403,1.4408,4492
1.4411,1.4508,1.4411,1.4508,8328
