10073,10132,10073,10128,194
10129,10141,10120,10137,113
10140,10173,10134,10170,149
10169,10189,10169,10175,214
10173,10177,10164,10167,162
10170,10172,10164,10169,60
10170,10181,10167,10169,100
10174,10174,10154,10157,287
10154,10167,10134,10141,448
10142,10142,10093,10115,486
10116,10129,10106,10116,424
10116,10126,10109,10115,373
10118,10118,10079,10085,392
10084,10093,10080,10086,382
10087,10103,10081,10088,401
10086,10093,10054,10073,387
10077,10162,10069,10153,462
10154,10176,10146,10156,341
10155,10240,10149,10205,355
10207,10218,10189,10218,326
10218,10278,10213,10275,255
10273,10276,10250,10256,136
10257,10268,10240,10243,125
10244,10247,10238,10246,70
10243,10250,10233,10237,101
10237,10266,10234,10262,284
10260,10262,10246,10249,233
10250,10256,10238,10241,218
10239,10253,10239,10250,233
10250,10253,10238,10243,222
10246,10266,10243,10245,252
10245,10255,10227,10241,342
10234,10248,10213,10241,390
10240,10271,10235,10247,418
10247,10255,10218,10228,445
10229,10279,10225,10276,404
10274,10336,10263,10323,539
10326,10334,10307,10319,211
10319,10323,10294,10316,471
10314,10330,10294,10326,415
10330,10340,10295,10303,494
10301,10322,10296,10308,372
10310,10318,10277,10309,391
10307,10310,10268,10281,250
10280,10308,10278,10295,201
10298,10309,10291,10304,161
10305,10314,10291,10296,137
10296,10301,10288,10291,155
10293,10300,10287,10297,99
10296,10300,10287,10291,128
10290,10296,10285,10291,131
10288,10293,10284,10291,133
10290,10293,10288,10291,56
10290,10315,10286,10315,158
10313,10321,10310,10314,132
10315,10330,10308,10317,313
10318,10369,10309,10368,493
10366,10402,10363,10391,540
10387,10391,10358,10363,461
10363,10377,10359,10370,409
10366,10369,10345,10355,421
10353,10374,10349,10363,420
10360,10389,10354,10363,293
10364,10371,10338,10371,430
10369,10379,10330,10338,458
10341,10341,10314,10327,336
10326,10349,10324,10346,296
10345,10348,10323,10330,265
10330,10331,10301,10316,163
10316,10323,10307,10323,107
10324,10324,10310,10320,159
10320,10330,10320,10326,169
10325,10330,10310,10319,115
10320,10336,10317,10323,192
10325,10327,10310,10311,188
10317,10327,10313,10318,155
10317,10325,10315,10322,149
10324,10340,10321,10340,218
10335,10363,10335,10361,307
10360,10382,10356,10364,399
10368,10368,10330,10342,455
10340,10351,10327,10344,445
10347,10363,10341,10351,440
10350,10360,10345,10351,358
10354,10391,10349,10390,446
10390,10415,10386,10408,487
10407,10409,10365,10373,456
10374,10380,10359,10366,351
10362,10368,10339,10349,402
10349,10351,10313,10326,379
10326,10328,10282,10285,364
10285,10314,10271,10299,301
10298,10304,10290,10302,232
10301,10323,10295,10319,107
10318,10330,10317,10327,180
10326,10334,10320,10330,97
10329,10331,10317,10317,86
10320,10325,10302,10305,138
10303,10313,10295,10300,182
10305,10310,10299,10304,134
10305,10314,10301,10311,136
10310,10324,10303,10304,140
10303,10310,10300,10307,163
10303,10310,10288,10293,348
10295,10307,10283,10305,457
10304,10320,10295,10310,377
10310,10323,10291,10302,333
10305,10310,10294,10306,337
10305,10310,10277,10286,375
10288,10297,10276,10286,337
10287,10315,10260,10290,381
10290,10310,10277,10288,359
10289,10313,10286,10291,300
10293,10306,10284,10293,304
10299,10302,10280,10299,232
10297,10306,10284,10289,225
10286,10289,10271,10281,147
10280,10298,10276,10294,111
10291,10299,10284,10295,72
10291,10300,10291,10298,15
10286,10305,10286,10297,59
10295,10302,10282,10283,197
10282,10291,10274,10289,195
10290,10301,10283,10289,227
10290,10298,10289,10293,146
10291,10295,10287,10290,125
10287,10298,10287,10295,147
10294,10298,10271,10273,259
10274,10282,10261,10267,424
10267,10279,10262,10267,427
10266,10274,10247,10249,351
10249,10253,10230,10247,393
10245,10246,10222,10226,432
10226,10230,10210,10222,413
10221,10244,10218,10239,421
10237,10249,10229,10242,358
10243,10264,10234,10263,357
10264,10269,10247,10248,332
10250,10265,10241,10262,281
10263,10275,10261,10269,201
10268,10270,10251,10259,158
10256,10264,10247,10262,73
10263,10263,10253,10256,107
10257,10264,10246,10250,114
10253,10260,10247,10248,86
10246,10261,10246,10260,135
10257,10270,10253,10261,146
10263,10265,10253,10259,143
10258,10266,10258,10259,75
10260,10270,10257,10265,153
10264,10268,10258,10267,168
10266,10296,10265,10295,380
10295,10300,10279,10284,436
10283,10311,10280,10311,414
10309,10311,10288,10296,346
10296,10318,10288,10301,497
10299,10308,10284,10291,412
10294,10294,10283,10289,378
10287,10289,10253,10276,493
10277,10296,10269,10285,408
10285,10307,10282,10298,370
10300,10335,10291,10323,389
10323,10330,10307,10318,310
10320,10322,10307,10315,260
10315,10325,10309,10324,190
10325,10341,10319,10334,168
10336,10339,10324,10330,177
10336,10338,10331,10336,103
10337,10338,10330,10336,132
10337,10338,10319,10322,221
10326,10330,10319,10329,171
10328,10335,10323,10328,195
10329,10338,10328,10333,145
10335,10338,10323,10329,176
10327,10356,10323,10344,256
10347,10347,10323,10331,374
10330,10363,10321,10363,461
10359,10370,10345,10354,430
10357,10360,10324,10331,407
10331,10343,10322,10335,424
10328,10338,10297,10309,525
10308,10317,10289,10309,422
10307,10314,10287,10302,444
10304,10306,10275,10302,418
10303,10303,10261,10271,282
10270,10291,10265,10283,386
10284,10306,10281,10293,279
10293,10313,10290,10308,257
10308,10320,10307,10309,190
10311,10317,10306,10310,99
10309,10317,10306,10311,96
10310,10318,10306,10308,87
10309,10311,10298,10308,75
10305,10316,10300,10315,154
10314,10316,10303,10310,166
10306,10310,10293,10304,200
10302,10304,10298,10304,103
10299,10305,10291,10293,164
10294,10300,10278,10285,185
10286,10302,10280,10293,260
10291,10300,10281,10288,430
10288,10308,10284,10297,436
10295,10308,10290,10302,396
10301,10308,10291,10302,364
10304,10305,10283,10287,356
10286,10293,10265,10274,427
10275,10278,10237,10266,442
10265,10270,10250,10264,396
10262,10281,10260,10271,373
10270,10281,10260,10269,312
10270,10271,10250,10263,275
10263,10268,10249,10259,268
10260,10262,10251,10257,147
10258,10262,10251,10255,108
10257,10265,10253,10258,97
10257,10261,10253,10260,42
10261,10265,10251,10263,96
10264,10268,10235,10240,177
10242,10275,10239,10253,216
10256,10263,10248,10260,143
10265,10270,10258,10270,137
10263,10268,10255,10259,133
10258,10268,10255,10262,145
10264,10267,10253,10255,225
10253,10260,10229,10244,360
10243,10248,10229,10237,419
10239,10248,10234,10242,373
10243,10262,10237,10259,374
10258,10261,10233,10235,392
10234,10237,10215,10227,441
10227,10230,10174,10182,482
10181,10200,10177,10194,417
10189,10197,10115,10117,440
10117,10146,10114,10128,304
10128,10156,10126,10143,261
10143,10156,10133,10154,256
10154,10157,10138,10157,190
10154,10155,10140,10145,60
10144,10145,10121,10121,72
10122,10133,10116,10122,63
10129,10130,10120,10122,30
10123,10140,10123,10129,83
10128,10137,10127,10135,73
10133,10140,10129,10134,53
10136,10136,10129,10132,30
10134,10137,10132,10134,53
10134,10145,10129,10141,129
10142,10148,10120,10134,222
10132,10142,10119,10123,416
10127,10139,10096,10112,531
10113,10134,10108,10122,390
10122,10128,10114,10123,352
10119,10123,10100,10104,441
10105,10115,10098,10104,341
10108,10111,10080,10081,400
10079,10088,10068,10079,434
10082,10094,10071,10082,405
10082,10104,10080,10091,380
10091,10109,10087,10106,249
10105,10123,10103,10122,211
10121,10127,10116,10123,115
10122,10124,10107,10114,172
10115,10124,10114,10122,95
10123,10128,10117,10119,76
10118,10126,10118,10123,73
10123,10125,10105,10112,201
10111,10115,10102,10109,181
10106,10109,10095,10103,187
10099,10105,10091,10101,201
10100,10112,10099,10106,158
10107,10117,10102,10112,167
10111,10121,10095,10103,314
10103,10129,10096,10125,441
10128,10142,10114,10115,520
10115,10127,10100,10109,412
10109,10113,10072,10081,434
10081,10089,10074,10081,374
10083,10102,10072,10097,415
10096,10105,10078,10089,497
10088,10120,10088,10103,398
10097,10115,10091,10107,348
10106,10126,10105,10122,331
10121,10135,10115,10121,335
10124,10138,10119,10136,255
10136,10139,10107,10118,143
10118,10137,10118,10134,140
10134,10139,10127,10137,98
10137,10154,10135,10152,114
10152,10155,10144,10148,97
10147,10154,10137,10140,191
10141,10150,10134,10145,229
10144,10156,10137,10141,177
10139,10149,10133,10146,222
10145,10152,10141,10149,189
10146,10160,10143,10156,250
10156,10165,10144,10147,347
10145,10156,10130,10137,451
10140,10149,10132,10139,442
10140,10144,10115,10123,434
10124,10125,10103,10103,461
10102,10109,10099,10102,351
10100,10111,10096,10107,360
10109,10114,10100,10106,355
10104,10117,10097,10109,336
10109,10109,10085,10098,369
10098,10121,10095,10115,318
10115,10122,10111,10121,251
10122,10128,10116,10117,184
10118,10126,10115,10124,125
10125,10132,10120,10126,91
10124,10135,10121,10132,97
10133,10135,10124,10125,42
10126,10127,10120,10120,66
10120,10125,10112,10117,172
10116,10125,10109,10121,181
10119,10121,10108,10113,145
10115,10121,10112,10113,116
10114,10117,10105,10109,180
10108,10120,10105,10114,162
10114,10122,10109,10117,281
10116,10129,10111,10125,427
10125,10144,10120,10126,459
10126,10129,10082,10096,461
10097,10106,10092,10095,284
10094,10107,10087,10103,406
10104,10108,10084,10091,394
10089,10103,10073,10094,431
10095,10109,10088,10095,312
10096,10106,10078,10091,456
10093,10142,10088,10134,441
10129,10175,10129,10166,345
10168,10188,10162,10168,333
10175,10185,10154,10167,413
10166,10176,10157,10170,119
10172,10180,10169,10169,129
10168,10170,10165,10167,90
10168,10173,10162,10166,106
10166,10178,10159,10169,214
10166,10172,10162,10167,189
10167,10168,10152,10159,272
10158,10167,10155,10161,200
10163,10173,10157,10169,304
10169,10193,10162,10180,437
10183,10192,10172,10174,528
10175,10188,10161,10163,482
10165,10178,10160,10163,555
10162,10178,10142,10149,486
10149,10158,10136,10145,408
10149,10153,10119,10124,416
10126,10134,10117,10125,382
10126,10132,10087,10097,477
10097,10099,10049,10065,464
10067,10091,10061,10069,493
10071,10095,10065,10094,410
10095,10102,10079,10092,270
10091,10103,10083,10096,228
10095,10103,10089,10103,172
10098,10100,10088,10088,92
10087,10094,10084,10094,71
10097,10101,10087,10087,14
10028,10037,10028,10028,31
10029,10045,10026,10043,112
10043,10054,10042,10051,112
10051,10052,10043,10045,121
10048,10052,10041,10047,87
10046,10056,10042,10053,151
10049,10058,10041,10042,173
10045,10048,10017,10027,334
10028,10045,10019,10040,446
10039,10047,10027,10037,391
10037,10055,10035,10046,395
10047,10068,10037,10049,394
10049,10061,10035,10048,426
